conv_id,date,transcript,num_msgs,email_usuario,preguntas_usuario,resumen,subsidio_recomendado,rsh,con_quien_postula,edad,tiene_propiedad,tiene_subsidio_habitacional,nacionalidad,ingresos,ahorro
CONV-10095,2025-03-29,Quia et optio dolorum praesentium sunt.,18,cristian.arenas.demo32074@gmail.com,"[""amet"", ""autem"", ""exercitationem"", ""eaque""]",Sequi error quam laudantium dolor.,Ninguno,No registra,Familia,67,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10096,2024-06-13,Ipsam magnam vel non.,12,gustavo.benavides.demo51591@outlook.com,"[""nostrum""]",Sit non inventore reprehenderit eius reprehenderit.,Pendiente evaluación,60%,Solo,68,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-10097,2024-08-11,Maxime quidem eos delectus quidem deleniti.,25,gustavo.benavides.demo51591@outlook.com,"[""quas"", ""incidunt""]",Architecto quas fuga dolor.,Pendiente evaluación,60%,Cónyuge,61,Sí,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-10098,2025-10-09,Alias illum fuga. Commodi iusto esse accusantium dolores.,24,karla.reyes.demo26181@yahoo.com,"[""autem"", ""minima""]",Mollitia mollitia libero architecto cumque ut qui.,Pendiente evaluación,40%,Familia,53,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-10099,2025-06-16,Amet vitae aliquam. Hic error qui quisquam quidem. Repellat voluptate dicta ratione.,21,karla.reyes.demo26181@yahoo.com,"[""suscipit"", ""commodi"", ""rem"", ""eius""]",Aut voluptate tempora.,DS49,40%,Cónyuge,48,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10100,2025-07-09,Deleniti quod odit distinctio inventore.,11,erwin.munoz.demo34466@yahoo.com,"[""tempora"", ""maiores"", ""ipsam"", ""quibusdam""]",Ea reprehenderit explicabo fuga eos.,DS19,60%,Otros,31,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-10101,2026-01-09,Debitis mollitia asperiores amet.,11,bernarda.rodriguez.demo42631@outlook.com,"[""voluptate""]",Quae modi impedit expedita vel alias.,DS49,80%,Cónyuge,18,No,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-10102,2025-11-26,Rerum porro nulla deleniti. Quod minima minima nobis eveniet.,13,gabriela.fuentes.demo46716@outlook.com,"[""dolore"", ""perferendis"", ""voluptatibus""]",Debitis alias nihil.,DS1,60%,Cónyuge,43,No,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-10103,2026-04-03,Eligendi error omnis impedit in ad fuga.,14,gabriela.fuentes.demo46716@outlook.com,"[""soluta""]",Quia ullam tenetur laborum.,Ninguno,No registra,Cónyuge,41,No,No,Chilena,Más de $1.200.000,$500.000
CONV-10104,2025-06-06,Magni voluptate earum reiciendis aut aliquam ipsam. Sit eveniet ad earum.,3,gabriela.fuentes.demo46716@outlook.com,"[""eaque"", ""quibusdam""]",Tempora vitae asperiores velit porro consectetur incidunt debitis.,DS1,60%,Otros,60,Sí,Sí,Chilena,Más de $1.200.000,$500.000
CONV-10105,2026-01-09,Modi ea provident iusto reprehenderit.,25,camila.lopez.demo6360@hotmail.com,"[""doloremque"", ""blanditiis"", ""facilis""]",Dolor omnis necessitatibus dolorem.,DS49,60%,Familia,18,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10106,2026-02-15,Ipsam nulla itaque velit iure facere vel odio. Hic culpa vel similique.,23,camila.lopez.demo6360@hotmail.com,"[""exercitationem"", ""numquam"", ""natus""]",Eum omnis repellendus quis reiciendis quisquam eveniet.,Pendiente evaluación,60%,Cónyuge,19,Sí,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-10107,2026-01-17,Ducimus ullam veritatis.,17,fernanda.barahona.demo40826@hotmail.com,"[""qui"", ""ipsa""]",Exercitationem assumenda exercitationem vitae fuga ullam.,DS49,40%,Solo,62,Sí,Sí,Venezolana,$600.001 - $900.000,$500.000
CONV-10108,2025-10-03,Tempore animi earum. Veniam sed facilis iusto.,6,fernanda.barahona.demo40826@hotmail.com,"[""est"", ""nemo"", ""eaque"", ""ducimus""]",Eligendi asperiores quam.,DS1,40%,Solo,29,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-10109,2024-11-20,Vero reprehenderit sed natus aliquid non excepturi.,22,daniel.castaneda.demo29804@hotmail.com,"[""culpa"", ""architecto""]",Et neque quisquam necessitatibus non sunt.,DS19,40%,Familia,67,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-10110,2025-05-19,Harum aliquid beatae. Alias omnis fugit expedita porro similique.,22,daniel.castaneda.demo29804@hotmail.com,"[""occaecati"", ""magni"", ""doloribus"", ""excepturi""]",Delectus sed architecto corporis vel officiis.,Pendiente evaluación,No registra,Otros,18,No,No,Venezolana,Más de $1.200.000,$2.000.000
CONV-10111,2026-04-20,Voluptatibus dolore eos magni tenetur.,24,alonso.jaramillo.demo26312@yahoo.com,"[""iure"", ""hic"", ""rerum"", ""fugiat""]",In enim placeat.,Pendiente evaluación,40%,Solo,52,No,No,Peruana,$400.000 - $600.000,$500.000
CONV-10112,2024-11-22,Occaecati tempora vero natus nostrum.,13,alonso.jaramillo.demo26312@yahoo.com,"[""voluptate"", ""nam""]",Voluptate alias accusantium sunt.,DS19,40%,Familia,63,Sí,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-10113,2024-09-29,Temporibus pariatur quae modi ex aut. Recusandae saepe velit illum aut.,9,luis.ruz.demo48569@outlook.com,"[""facere""]",Explicabo debitis minus tempora.,DS19,No registra,Solo,53,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10114,2024-11-08,Natus temporibus sed minima distinctio qui reiciendis voluptas.,6,matias.acuna.demo20541@outlook.com,"[""minus"", ""adipisci""]",Cum corporis earum natus assumenda quaerat.,DS19,40%,Familia,22,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-10115,2025-03-08,A similique cumque occaecati ad nemo mollitia.,25,matias.acuna.demo20541@outlook.com,"[""ad"", ""explicabo""]",Quae ad cumque soluta.,DS1,60%,Solo,33,Sí,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-10116,2025-11-23,Temporibus enim dicta omnis.,22,matias.acuna.demo20541@outlook.com,"[""eos""]",Optio dicta blanditiis dignissimos officiis.,Pendiente evaluación,60%,Solo,19,No,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-10117,2025-07-25,Quae ratione eum. Tempora quia in nulla.,7,alfonso.madariaga.demo40711@gmail.com,"[""nesciunt"", ""asperiores"", ""expedita""]",Fugiat repellendus labore ea.,Ninguno,40%,Solo,19,No,No,Venezolana,$900.001 - $1.200.000,$500.000
CONV-10118,2025-04-15,Provident alias voluptas velit similique itaque.,6,jose.vega.demo21201@gmail.com,"[""adipisci""]",Facere explicabo animi animi.,DS19,80%,Solo,58,Sí,Sí,Venezolana,$400.000 - $600.000,$2.000.000
CONV-10119,2024-12-22,Molestias possimus sed fugiat.,24,mario.flores.demo38765@gmail.com,"[""quasi"", ""expedita"", ""tenetur"", ""officia""]",Rerum nesciunt aliquam ipsam quod deleniti laborum.,DS1,40%,Solo,52,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-10120,2026-04-11,Veniam delectus ab quasi. Architecto ut dolor magnam magni dignissimos.,9,mario.flores.demo38765@gmail.com,"[""harum"", ""dolor"", ""molestiae"", ""deserunt""]",Nostrum repellat neque ipsum.,DS19,80%,Solo,47,Sí,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-10121,2025-05-01,Reprehenderit recusandae a totam animi.,25,irene.villarroel.demo49353@hotmail.com,"[""ut"", ""neque""]",Fugiat quibusdam deleniti voluptatibus blanditiis assumenda.,Ninguno,80%,Familia,26,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-10122,2025-05-16,Temporibus totam doloremque earum animi.,9,irene.villarroel.demo49353@hotmail.com,"[""reprehenderit""]",Maiores saepe facere dolorem ea eligendi.,Pendiente evaluación,60%,Familia,56,No,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-10123,2024-11-04,Tempora repellendus facilis voluptatem eveniet corrupti.,3,magaly.arias.demo13041@yahoo.com,"[""a"", ""debitis"", ""provident""]",Dicta perspiciatis nemo hic culpa cumque.,Ninguno,80%,Cónyuge,45,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-10124,2025-12-31,Cum quidem quidem nesciunt quae error.,7,magaly.arias.demo13041@yahoo.com,"[""quas"", ""delectus"", ""necessitatibus"", ""at""]",Consequuntur reprehenderit reprehenderit corporis laborum.,DS1,80%,Cónyuge,45,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10125,2026-03-15,Veritatis impedit reiciendis culpa in magni sint.,7,magaly.arias.demo13041@yahoo.com,"[""minus""]",Possimus vitae quibusdam sint.,DS1,60%,Solo,23,No,No,Venezolana,$900.001 - $1.200.000,$2.000.000
CONV-10126,2025-04-07,Odio voluptate error accusamus. Dolore exercitationem esse fugit.,5,renato.molina.demo37254@hotmail.com,"[""laborum"", ""praesentium"", ""reprehenderit""]",Iusto vitae aliquam cumque dicta beatae ad.,DS19,60%,Otros,41,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-10127,2024-08-29,Commodi labore adipisci sequi illum. Tenetur nulla necessitatibus nostrum.,5,renato.molina.demo37254@hotmail.com,"[""repudiandae"", ""atque"", ""veritatis""]",Earum beatae incidunt provident molestias.,Pendiente evaluación,60%,Familia,22,No,No,Chilena,$400.000 - $600.000,$500.000
CONV-10128,2026-03-17,Ipsam est ullam deserunt.,14,renato.molina.demo37254@hotmail.com,"[""ipsam"", ""iure"", ""error"", ""doloribus""]",Sapiente rem ex ut.,DS49,40%,Cónyuge,24,No,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10129,2025-03-15,Eum harum cupiditate et voluptatum. Neque odio fugiat deleniti ipsum facere.,16,manuel.vallejos.demo36638@outlook.com,"[""aut"", ""debitis"", ""repudiandae"", ""libero""]",Porro vero atque dolore.,Pendiente evaluación,40%,Otros,36,Sí,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10130,2025-01-26,Sunt commodi ea praesentium doloribus placeat odit.,16,manuel.vallejos.demo36638@outlook.com,"[""aspernatur"", ""fugiat"", ""ipsa"", ""praesentium""]",Repellendus rerum illo temporibus.,DS49,No registra,Familia,34,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-10131,2025-06-22,Dolores atque molestiae tempora saepe ea. Consequuntur quam possimus earum.,7,manuel.vallejos.demo36638@outlook.com,"[""corrupti"", ""corrupti"", ""aut""]",Cumque repellendus animi porro.,Pendiente evaluación,No registra,Familia,47,No,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-10132,2024-10-26,Eveniet tempora at libero illo.,14,juan.barraza.demo25858@gmail.com,"[""distinctio"", ""exercitationem"", ""dicta"", ""quasi""]",Ullam quibusdam sint.,Pendiente evaluación,80%,Familia,49,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-10133,2024-08-18,Totam iure debitis cum ex quis.,21,claudio.rojas.demo11775@hotmail.com,"[""non"", ""est"", ""esse"", ""reiciendis""]",Doloremque laborum rem reprehenderit aliquid facilis.,Ninguno,80%,Familia,63,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-10134,2026-03-14,Beatae qui consequatur quos. Repellendus aut excepturi eveniet nam delectus.,8,claudio.rojas.demo11775@hotmail.com,"[""iste"", ""fugit"", ""dicta""]",Sed unde possimus dolorum.,Ninguno,80%,Familia,59,Sí,Sí,Peruana,Más de $1.200.000,$500.000
CONV-10135,2025-05-19,Quibusdam ratione impedit expedita unde suscipit.,15,claudio.rojas.demo11775@hotmail.com,"[""saepe"", ""quisquam""]",Officiis nemo alias dolores.,DS19,No registra,Solo,18,Sí,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-10136,2025-01-30,Doloremque expedita ducimus iure pariatur.,6,monica.gallegos.demo51136@outlook.com,"[""aut""]",Fugit qui voluptate adipisci sit.,DS1,No registra,Otros,29,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10137,2024-09-05,Nam eveniet eum consectetur.,19,monica.gallegos.demo51136@outlook.com,"[""vel"", ""quisquam"", ""quas""]",Fugit nihil repellendus hic laboriosam fugiat.,DS1,40%,Otros,51,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-10138,2025-03-04,Eos aliquam quam similique sapiente aliquam.,11,maria.medina.demo3794@outlook.com,"[""illo"", ""eos""]",Non commodi amet reiciendis dolorum recusandae.,Pendiente evaluación,60%,Cónyuge,55,Sí,No,Chilena,Más de $1.200.000,$2.000.000
CONV-10139,2025-10-09,Recusandae vel ex rerum. Ipsam minus excepturi eum rem.,4,elias.quiroz.demo9752@hotmail.com,"[""aliquam""]",Suscipit odio iste.,Pendiente evaluación,60%,Otros,39,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10140,2024-09-21,Error neque architecto quibusdam nesciunt.,12,macarena.maldonado.demo24030@outlook.com,"[""molestias"", ""sed""]",Deserunt fugit impedit fugiat.,Pendiente evaluación,60%,Solo,21,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-10141,2025-04-29,Aliquam nulla laboriosam explicabo.,12,macarena.maldonado.demo24030@outlook.com,"[""veritatis""]",Sint id impedit veniam adipisci.,DS19,40%,Familia,70,No,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10142,2025-08-06,Reiciendis doloremque alias molestiae labore error repellendus.,14,macarena.maldonado.demo24030@outlook.com,"[""illum"", ""ducimus""]",Enim dicta esse laudantium ut pariatur voluptatum.,Ninguno,40%,Familia,70,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-10143,2025-06-25,Voluptate aliquam inventore doloribus.,23,francisca.carrera.demo7021@hotmail.com,"[""ab""]",Ad eos cumque nisi corrupti ex consequatur aliquid.,DS1,80%,Familia,52,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10144,2024-07-08,Ratione quod error repellat incidunt. Eveniet commodi ratione at sunt.,12,osvaldo.serrano.demo50997@gmail.com,"[""ut""]",Consequatur nihil laboriosam in velit nam.,DS1,40%,Solo,22,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-10145,2025-09-03,Repellat ex ipsa quia unde.,11,osvaldo.serrano.demo50997@gmail.com,"[""quaerat"", ""maiores"", ""corporis""]",Eum beatae consequatur.,DS1,60%,Familia,66,No,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-10146,2026-04-27,Deserunt illo nulla non expedita atque esse ab.,22,osvaldo.serrano.demo50997@gmail.com,"[""voluptas""]",Quos magni itaque reprehenderit.,DS49,60%,Otros,26,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-10147,2024-10-23,Excepturi unde sunt.,10,marlene.leal.demo25477@gmail.com,"[""iusto"", ""neque"", ""eligendi"", ""ducimus""]",Laboriosam deleniti quisquam.,DS19,80%,Cónyuge,57,No,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10148,2024-08-26,Laboriosam quos ea expedita alias fuga. Labore pariatur nisi quaerat minus deserunt.,15,marlene.leal.demo25477@gmail.com,"[""provident""]",Ut vel amet autem accusamus quibusdam ipsam.,DS1,40%,Cónyuge,67,Sí,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-10149,2024-12-13,Tempore placeat earum voluptatum. Rem distinctio suscipit maiores.,9,marlene.leal.demo25477@gmail.com,"[""saepe"", ""eos""]",Ipsum perferendis molestias earum impedit deleniti.,Ninguno,40%,Familia,28,Sí,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-10150,2026-04-26,Ullam dolorum doloremque ipsum illo.,20,maria.hernandez.demo44024@outlook.com,"[""eum""]",Voluptatem ullam rem ad est qui.,Ninguno,60%,Otros,25,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-10151,2024-09-21,Hic nostrum optio.,15,maria.hernandez.demo44024@outlook.com,"[""maxime""]",Praesentium quis aliquam minus.,Ninguno,40%,Cónyuge,22,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-10152,2024-08-03,Modi velit ab et hic. Nihil quasi minus ut modi tenetur.,17,maria.hernandez.demo44024@outlook.com,"[""sapiente"", ""accusamus"", ""nisi"", ""dicta""]",Facere a autem quae nihil mollitia.,Ninguno,40%,Solo,58,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-10153,2025-08-08,Laboriosam repellat repudiandae neque. Quam rem eum inventore porro.,22,raquel.ortega.demo41499@hotmail.com,"[""commodi"", ""nostrum"", ""incidunt""]",Dignissimos ea esse debitis atque illo reprehenderit.,Ninguno,80%,Cónyuge,58,Sí,No,Venezolana,$400.000 - $600.000,$500.000
CONV-10154,2025-06-14,Doloremque unde excepturi et.,25,carlos.nunez.demo14858@hotmail.com,"[""minima"", ""error""]",Cumque reiciendis quidem quod dignissimos neque.,Ninguno,60%,Cónyuge,54,No,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-10155,2026-05-25,Maxime nisi sint ullam. Alias laborum non reiciendis maxime ipsum.,7,carlos.nunez.demo14858@hotmail.com,"[""a"", ""atque""]",Aliquam doloremque nobis ratione nisi qui.,DS49,40%,Cónyuge,70,Sí,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-10156,2026-05-11,In unde corporis tenetur est aspernatur.,24,laura.fernandez.demo29779@hotmail.com,"[""provident""]",Voluptatem similique expedita nesciunt.,Pendiente evaluación,80%,Otros,59,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-10157,2025-05-09,Porro adipisci cum et. Autem perspiciatis magnam autem repudiandae ratione.,25,laura.fernandez.demo29779@hotmail.com,"[""explicabo""]",Et esse autem.,DS1,No registra,Otros,65,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10158,2024-06-23,Repellat culpa necessitatibus id hic sit.,17,claudio.pino.demo1560@yahoo.com,"[""quaerat"", ""atque"", ""laudantium"", ""illo""]",Quod quos ullam cumque.,DS49,40%,Cónyuge,24,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-10159,2026-04-24,Minus inventore dolorum. Impedit assumenda iste veniam perferendis.,10,claudio.pino.demo1560@yahoo.com,"[""tempore"", ""esse"", ""beatae"", ""ut""]",Hic voluptates vero repellendus debitis corrupti culpa.,DS19,No registra,Solo,44,Sí,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10160,2026-05-21,Natus mollitia sit nesciunt. Sit in omnis nihil.,17,claudio.pino.demo1560@yahoo.com,"[""pariatur"", ""possimus"", ""reiciendis""]",Maxime sed repudiandae facilis ab pariatur impedit.,DS49,80%,Otros,44,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-10161,2025-01-04,Rem ipsa maxime odio aspernatur nisi.,23,carolina.soto.demo51252@yahoo.com,"[""facilis"", ""ab""]",Sunt magni autem architecto nostrum.,Ninguno,No registra,Cónyuge,21,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-10162,2025-07-19,Saepe voluptates iusto modi. Error dolor neque voluptates.,19,marianela.arevalo.demo6691@yahoo.com,"[""assumenda"", ""eius"", ""perspiciatis""]",Corrupti non modi explicabo iste inventore amet.,Pendiente evaluación,80%,Otros,31,Sí,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-10163,2025-12-28,Mollitia neque praesentium enim quasi. Adipisci et laborum ullam magnam.,16,marianela.arevalo.demo6691@yahoo.com,"[""excepturi""]",Nulla totam perferendis quis.,DS49,80%,Familia,28,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-10164,2025-05-10,Nulla quae quaerat ullam facilis facilis minus fugit.,20,susana.valdebenito.demo42770@gmail.com,"[""sunt""]",Aperiam ea alias ducimus ullam enim.,Ninguno,60%,Cónyuge,68,No,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-10165,2025-11-21,Perspiciatis quos sit veritatis. Dignissimos fugit enim hic.,4,susana.valdebenito.demo42770@gmail.com,"[""unde"", ""iure""]",Quo sunt dolorum consectetur eius corrupti neque laboriosam.,DS19,No registra,Cónyuge,38,No,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-10166,2025-09-24,Reiciendis quam error deleniti atque blanditiis. Quas doloremque error tempora cum.,3,susana.valdebenito.demo42770@gmail.com,"[""repellat"", ""nemo"", ""recusandae"", ""vel""]",Quas aliquam iure quis qui voluptatibus sit.,DS49,60%,Cónyuge,41,No,No,Peruana,Más de $1.200.000,Sin ahorro formal
CONV-10167,2025-07-17,Optio deserunt accusantium reprehenderit nemo optio.,14,alicia.diaz.demo13598@yahoo.com,"[""neque"", ""reiciendis"", ""rerum""]",Consectetur officia esse nemo voluptatibus dolores.,Pendiente evaluación,40%,Solo,47,No,Sí,Colombiana,Más de $1.200.000,$2.000.000
CONV-10168,2025-10-22,Illo aperiam magni rem vero. Dignissimos numquam dolorum.,13,gabriela.valderrama.demo42284@outlook.com,"[""ipsum"", ""quia"", ""in"", ""architecto""]",Non nemo voluptates minus ea mollitia molestias.,Ninguno,60%,Familia,56,Sí,No,Venezolana,$600.001 - $900.000,$1.000.000
CONV-10169,2024-12-26,Sequi sequi iusto quaerat vel assumenda.,7,gabriela.valderrama.demo42284@outlook.com,"[""ea""]",Facere itaque illum ducimus rerum quas maxime.,DS1,No registra,Cónyuge,65,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-10170,2026-01-23,Tenetur nulla dolorem. Optio aliquid architecto nam optio voluptates.,17,luis.abarca.demo14787@yahoo.com,"[""facere""]",Velit atque repudiandae veniam.,Ninguno,80%,Familia,19,Sí,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-10171,2025-10-12,Nisi minus ex qui. Error optio cupiditate error.,4,luis.abarca.demo14787@yahoo.com,"[""corrupti"", ""ipsam""]",Laudantium eius sit saepe id quia.,DS49,40%,Familia,33,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-10172,2024-08-29,Dolore illo voluptate excepturi. Deleniti nulla quidem temporibus dolor.,10,jaime.pasten.demo36883@outlook.com,"[""natus"", ""nam""]",Sint molestias sit rerum.,DS49,No registra,Cónyuge,46,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-10173,2024-07-06,Eum quis nulla aliquid temporibus. Aspernatur inventore nam.,11,jaime.pasten.demo36883@outlook.com,"[""quisquam"", ""itaque"", ""dicta"", ""tempore""]",Omnis commodi illo assumenda dicta natus officia.,DS1,No registra,Otros,70,No,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
