TALLER_ENTRY_ID,TALLER_TITLE,FECHA_TALLER,MEMBER_EMAIL,MEMBER_SCREEN_NAME
T-1049,Taller Ahorro y Subsidio Habitacional,08/02/2024,barbara.herrera.demo23816@gmail.com,Bárbara Herrera
T-1046,Charla: Déficit Habitacional en Chile,20/09/2025,jose.medel.demo23575@outlook.com,José Medel
T-1044,Charla: Déficit Habitacional en Chile,21/04/2023,rodolfo.calderon.demo47529@gmail.com,Rodolfo Calderón
T-1004,Taller Subsidio Sectores Medios DS.01,31/08/2024,luciano.valencia.demo17370@gmail.com,Luciano Valencia
T-1015,Taller de Educación Financiera,09/07/2024,nelly.rios.demo24523@yahoo.com,Nelly Ríos
T-1031,Taller de Postulación DS19 - Mayo 2026,25/05/2023,julian.perez.demo27795@gmail.com,Julián Pérez
T-1012,Charla: Déficit Habitacional en Chile,20/12/2023,ignacio.reyes.demo1154@hotmail.com,Ignacio Reyes
T-1018,Jornada Comités de Vivienda - Región Metropolitana,23/06/2024,constanza.moreno.demo37374@gmail.com,Constanza Moreno
T-1011,Taller de Postulación DS19 - Mayo 2026,02/05/2024,linda.acosta.demo12445@outlook.com,Linda Acosta
T-1036,Taller de Educación Financiera,10/02/2023,alicia.albornoz.demo40750@yahoo.com,Alicia Albornoz
T-1044,Asamblea Informativa DS49,10/12/2024,juan.munoz.demo24771@hotmail.com,Juan Muñoz
T-1042,Asamblea Informativa DS49,12/02/2025,adela.palma.demo40168@hotmail.com,Adela Palma
T-1037,Taller de Postulación DS19 - Mayo 2026,28/05/2026,juana.bravo.demo40598@yahoo.com,Juana Bravo
T-1050,Asamblea Informativa DS49,01/06/2023,exequiel.contreras.demo45757@yahoo.com,Exequiel Contreras
T-1006,Charla: Déficit Habitacional en Chile,30/08/2025,hans.vidal.demo25146@hotmail.com,Hans Vidal
T-1027,Charla: Déficit Habitacional en Chile,10/04/2025,margarita.alvarez.demo50247@hotmail.com,Margarita Álvarez
T-1027,Charla: Déficit Habitacional en Chile,01/03/2026,mauricio.diaz.demo6377@hotmail.com,Mauricio Díaz
T-1046,Taller de Postulación DS19 - Mayo 2026,28/06/2025,emma.cruz.demo33684@outlook.com,Emma Cruz
T-1024,Webinar: Cómo Postular al Subsidio Habitacional,22/10/2025,eugenio.cofre.demo39975@hotmail.com,Eugenio Cofré
T-1009,Charla: Déficit Habitacional en Chile,15/08/2025,nelly.diaz.demo34027@hotmail.com,Nelly Díaz
T-1022,Taller Ahorro y Subsidio Habitacional,25/12/2023,denisse.espinoza.demo29145@outlook.com,Denisse Espinoza
T-1036,Charla: Déficit Habitacional en Chile,02/08/2023,maria.becerra.demo1934@outlook.com,María Becerra
T-1035,Taller Subsidio Sectores Medios DS.01,17/11/2024,millaray.palma.demo2212@gmail.com,Millaray Palma
T-1031,Jornada Comités de Vivienda - Región Metropolitana,11/01/2024,aurora.olmedo.demo30767@hotmail.com,Aurora Olmedo
T-1028,Taller Subsidio Sectores Medios DS.01,12/10/2023,maria.pino.demo19650@hotmail.com,María Pino
T-1007,Taller de Postulación DS19 - Mayo 2026,09/10/2024,lucas.rebolledo.demo17871@outlook.com,Lucas Rebolledo
T-1056,Taller de Educación Financiera,27/01/2026,benjamin.pinto.demo3375@outlook.com,Benjamín Pinto
T-1038,Jornada Comités de Vivienda - Región Metropolitana,10/12/2024,alondra.herrera.demo51043@hotmail.com,Alondra Herrera
T-1002,Taller de Postulación DS19 - Mayo 2026,10/09/2025,madeleine.oyarce.demo47612@yahoo.com,Madeleine Oyarce
T-1016,Charla: Déficit Habitacional en Chile,18/06/2025,catalina.rodriguez.demo43036@yahoo.com,Catalina Rodríguez
T-1013,Webinar: Cómo Postular al Subsidio Habitacional,06/12/2024,olga.gomez.demo35085@yahoo.com,Olga Gómez
T-1058,Webinar: Cómo Postular al Subsidio Habitacional,17/12/2025,hugo.moran.demo40121@outlook.com,Hugo Morán
T-1046,Charla: Déficit Habitacional en Chile,24/04/2025,federico.perez.demo19317@yahoo.com,Federico Pérez
T-1030,Asamblea Informativa DS49,08/07/2025,marta.diaz.demo22943@yahoo.com,Marta Díaz
T-1002,Asamblea Informativa DS49,04/08/2024,mauricio.cardenas.demo37604@outlook.com,Mauricio Cárdenas
T-1021,Taller Ahorro y Subsidio Habitacional,08/02/2025,veronica.montenegro.demo4989@hotmail.com,Verónica Montenegro
T-1049,Taller de Educación Financiera,27/06/2024,manuel.diaz.demo15205@gmail.com,Manuel Díaz
T-1019,Taller de Educación Financiera,16/08/2025,josefa.jimenez.demo17862@gmail.com,Josefa Jiménez
T-1024,Charla: Déficit Habitacional en Chile,21/11/2023,ian.solis.demo13881@gmail.com,Ian Solís
T-1037,Taller Subsidio Sectores Medios DS.01,12/09/2024,carlos.neira.demo16145@yahoo.com,Carlos Neira
T-1006,Taller de Educación Financiera,17/09/2023,camilo.ruiz.demo13704@hotmail.com,Camilo Ruiz
T-1031,Taller Subsidio Sectores Medios DS.01,01/05/2025,camila.aravena.demo30802@hotmail.com,Camila Aravena
T-1027,Jornada Comités de Vivienda - Región Metropolitana,06/09/2024,daniel.valdivia.demo5027@gmail.com,Daniel Valdivia
T-1042,Taller de Postulación DS19 - Mayo 2026,04/05/2026,maria.lagos.demo4751@gmail.com,María Lagos
T-1010,Webinar: Cómo Postular al Subsidio Habitacional,20/07/2023,maite.vilches.demo48402@gmail.com,Maite Vilches
T-1013,Taller Subsidio Sectores Medios DS.01,03/12/2025,juan.escalona.demo21101@hotmail.com,Juan Escalona
T-1031,Taller de Educación Financiera,23/11/2024,francisco.san martin.demo50353@yahoo.com,Francisco San Martín
T-1048,Taller de Postulación DS19 - Mayo 2026,27/03/2024,roman.rivera.demo45131@outlook.com,Román Rivera
T-1035,Jornada Comités de Vivienda - Región Metropolitana,23/03/2026,darwin.mendoza.demo20482@hotmail.com,Darwin Mendoza
T-1019,Webinar: Cómo Postular al Subsidio Habitacional,24/08/2025,angelo.marquez.demo23126@outlook.com,Angelo Márquez
T-1045,Taller de Postulación DS19 - Mayo 2026,26/09/2024,jose.alfaro.demo46286@yahoo.com,José Alfaro
T-1034,Taller Subsidio Sectores Medios DS.01,29/12/2023,pablo.arias.demo22162@yahoo.com,Pablo Arias
T-1038,Taller Subsidio Sectores Medios DS.01,29/11/2024,julio.roa.demo10838@hotmail.com,Julio Roa
T-1017,Charla: Déficit Habitacional en Chile,14/02/2026,ricardo.naranjo.demo21391@gmail.com,Ricardo Naranjo
T-1051,Webinar: Cómo Postular al Subsidio Habitacional,19/01/2026,jazmin.aravena.demo19375@gmail.com,Jazmín Aravena
T-1027,Taller Subsidio Sectores Medios DS.01,21/05/2025,flor.gamboa.demo12137@yahoo.com,Flor Gamboa
T-1011,Taller Subsidio Sectores Medios DS.01,19/11/2025,antonio.cruz.demo32244@outlook.com,Antonio Cruz
T-1051,Taller de Postulación DS19 - Mayo 2026,18/05/2023,carlos.gaete.demo45900@gmail.com,Carlos Gaete
T-1028,Taller de Postulación DS19 - Mayo 2026,17/09/2023,carmen.mendez.demo37178@outlook.com,Carmen Méndez
T-1053,Asamblea Informativa DS49,03/08/2023,eliana.gallegos.demo40868@yahoo.com,Eliana Gallegos
T-1054,Taller de Educación Financiera,25/08/2025,bruno.gonzalez.demo6345@yahoo.com,Bruno González
T-1054,Jornada Comités de Vivienda - Región Metropolitana,27/05/2026,gabriel.arancibia.demo14604@gmail.com,Gabriel Arancibia
T-1032,Taller Subsidio Sectores Medios DS.01,31/03/2024,felipe.reyes.demo4865@hotmail.com,Felipe Reyes
T-1051,Jornada Comités de Vivienda - Región Metropolitana,06/05/2023,lucas.cepeda.demo42743@outlook.com,Lucas Cepeda
T-1030,Charla: Déficit Habitacional en Chile,28/06/2023,rosario.gomez.demo40583@outlook.com,Rosario Gómez
T-1001,Taller de Educación Financiera,08/01/2025,yasna.reyes.demo5968@yahoo.com,Yasna Reyes
T-1049,Charla: Déficit Habitacional en Chile,25/04/2024,eliana.contreras.demo4993@hotmail.com,Eliana Contreras
T-1003,Asamblea Informativa DS49,15/04/2025,max.salazar.demo3382@outlook.com,Max Salazar
T-1052,Charla: Déficit Habitacional en Chile,05/01/2025,francisco.fuenzalida.demo9795@yahoo.com,Francisco Fuenzalida
T-1041,Taller Subsidio Sectores Medios DS.01,02/08/2024,luis.roman.demo19024@hotmail.com,Luis Román
T-1011,Jornada Comités de Vivienda - Región Metropolitana,14/05/2025,ramon.aranguiz.demo37702@hotmail.com,Ramón Aránguiz
T-1041,Jornada Comités de Vivienda - Región Metropolitana,23/02/2023,carol.contreras.demo27584@hotmail.com,Carol Contreras
T-1038,Taller de Educación Financiera,15/11/2024,fernanda.arias.demo33013@yahoo.com,Fernanda Arias
T-1009,Taller de Educación Financiera,22/11/2025,georgina.perez.demo51910@hotmail.com,Georgina Pérez
T-1002,Taller de Educación Financiera,02/11/2025,joaquin.mella.demo125@outlook.com,Joaquín Mella
T-1010,Webinar: Cómo Postular al Subsidio Habitacional,29/06/2023,maria.vega.demo6965@hotmail.com,María Vega
T-1000,Jornada Comités de Vivienda - Región Metropolitana,24/11/2024,hugo.soto.demo20062@hotmail.com,Hugo Soto
T-1005,Taller Ahorro y Subsidio Habitacional,12/06/2023,pamela.jimenez.demo19498@hotmail.com,Pamela Jiménez
T-1045,Jornada Comités de Vivienda - Región Metropolitana,07/02/2025,mariana.munoz.demo39380@hotmail.com,Mariana Muñoz
T-1035,Taller de Educación Financiera,18/07/2023,albert.concha.demo39196@gmail.com,Albert Concha
T-1034,Taller de Educación Financiera,24/11/2024,pedro.fuentes.demo5585@hotmail.com,Pedro Fuentes
T-1021,Asamblea Informativa DS49,24/02/2026,jose.carvajal.demo41418@yahoo.com,José Carvajal
T-1046,Taller Ahorro y Subsidio Habitacional,10/05/2024,rodolfo.guerra.demo8755@gmail.com,Rodolfo Guerra
T-1009,Taller Ahorro y Subsidio Habitacional,06/12/2025,johanna.armijo.demo2419@yahoo.com,Johanna Armijo
T-1036,Charla: Déficit Habitacional en Chile,28/03/2026,gary.araya.demo5915@hotmail.com,Gary Araya
T-1011,Charla: Déficit Habitacional en Chile,10/02/2025,diego.roman.demo5754@outlook.com,Diego Román
T-1007,Charla: Déficit Habitacional en Chile,18/07/2025,nicolas.villa.demo37176@outlook.com,Nicolás Villa
T-1032,Charla: Déficit Habitacional en Chile,27/01/2024,anais.rodriguez.demo29376@outlook.com,Anaís Rodríguez
T-1028,Taller Subsidio Sectores Medios DS.01,01/12/2025,ester.parra.demo28981@outlook.com,Ester Parra
T-1037,Taller Ahorro y Subsidio Habitacional,24/05/2026,mirko.huerta.demo48798@gmail.com,Mirko Huerta
T-1038,Charla: Déficit Habitacional en Chile,04/08/2024,antonio.herrera.demo37741@outlook.com,Antonio Herrera
T-1055,Taller de Educación Financiera,02/09/2025,maria.valdes.demo29562@hotmail.com,María Valdés
T-1050,Jornada Comités de Vivienda - Región Metropolitana,18/04/2023,pedro.sepulveda.demo34502@outlook.com,Pedro Sepúlveda
T-1056,Taller Ahorro y Subsidio Habitacional,10/09/2024,uberlinda.moya.demo35255@gmail.com,Uberlinda Moya
T-1042,Charla: Déficit Habitacional en Chile,20/09/2023,juan.contreras.demo46799@outlook.com,Juan Contreras
T-1047,Taller de Postulación DS19 - Mayo 2026,08/03/2023,alejandro.cortes.demo50217@yahoo.com,Alejandro Cortés
T-1055,Taller Ahorro y Subsidio Habitacional,23/03/2025,carmen.morales.demo37856@outlook.com,Carmen Morales
T-1012,Taller de Educación Financiera,02/11/2023,manuel.santana.demo33134@yahoo.com,Manuel Santana
T-1058,Webinar: Cómo Postular al Subsidio Habitacional,05/12/2023,hans.medina.demo7289@gmail.com,Hans Medina
T-1000,Charla: Déficit Habitacional en Chile,11/04/2023,millaray.nunez.demo11216@yahoo.com,Millaray Núñez
T-1051,Asamblea Informativa DS49,07/10/2025,jean.rojas.demo3671@gmail.com,Jean Rojas
T-1025,Taller Subsidio Sectores Medios DS.01,30/03/2023,jorge.henriquez.demo24000@gmail.com,Jorge Henríquez
T-1039,Charla: Déficit Habitacional en Chile,05/12/2023,claudia.perez.demo7984@gmail.com,Claudia Pérez
T-1029,Jornada Comités de Vivienda - Región Metropolitana,14/07/2025,consuelo.parra.demo30411@yahoo.com,Consuelo Parra
T-1008,Jornada Comités de Vivienda - Región Metropolitana,14/04/2023,cristobal.cifuentes.demo29258@outlook.com,Cristóbal Cifuentes
T-1007,Taller de Educación Financiera,31/03/2025,melanie.munoz.demo51283@outlook.com,Melanie Muñoz
T-1021,Taller Ahorro y Subsidio Habitacional,20/02/2025,ignacio.torres.demo51677@hotmail.com,Ignacio Torres
T-1019,Taller de Postulación DS19 - Mayo 2026,09/12/2025,margarita.rodriguez.demo27895@hotmail.com,Margarita Rodríguez
T-1003,Jornada Comités de Vivienda - Región Metropolitana,20/09/2025,sergio.velasquez.demo49153@outlook.com,Sergio Velásquez
T-1047,Taller de Postulación DS19 - Mayo 2026,09/02/2024,ana.arenas.demo17148@yahoo.com,Ana Arenas
T-1007,Taller de Postulación DS19 - Mayo 2026,09/07/2023,josefa.ortega.demo12256@yahoo.com,Josefa Ortega
T-1008,Taller de Educación Financiera,24/10/2023,marcia.arriagada.demo26574@outlook.com,Marcia Arriagada
T-1026,Taller de Postulación DS19 - Mayo 2026,09/09/2025,carolina.vidal.demo44160@yahoo.com,Carolina Vidal
T-1008,Taller Subsidio Sectores Medios DS.01,16/09/2025,javiera.herrera.demo51766@yahoo.com,Javiera Herrera
T-1027,Taller de Postulación DS19 - Mayo 2026,11/07/2024,ismael.monsalve.demo43079@yahoo.com,Ismael Monsalve
T-1025,Charla: Déficit Habitacional en Chile,10/12/2025,sebastian.sepulveda.demo35692@outlook.com,Sebastián Sepúlveda
T-1005,Taller de Educación Financiera,07/06/2024,lidia.fuentes.demo18668@yahoo.com,Lidia Fuentes
T-1021,Taller de Educación Financiera,07/10/2024,victoria.cuevas.demo39330@gmail.com,Victoria Cuevas
T-1030,Charla: Déficit Habitacional en Chile,14/03/2026,camilo.perez.demo19353@yahoo.com,Camilo Pérez
T-1015,Taller Ahorro y Subsidio Habitacional,21/01/2024,leonardo.carrasco.demo38030@yahoo.com,Leonardo Carrasco
T-1024,Webinar: Cómo Postular al Subsidio Habitacional,21/08/2025,eduardo.valdes.demo30306@gmail.com,Eduardo Valdés
T-1038,Asamblea Informativa DS49,27/04/2024,daniela.alvarez.demo44541@outlook.com,Daniela Álvarez
T-1003,Taller de Educación Financiera,29/11/2025,marianela.salas.demo12596@outlook.com,Marianela Salas
T-1021,Taller de Postulación DS19 - Mayo 2026,04/02/2026,constanza.lagos.demo40455@gmail.com,Constanza Lagos
T-1027,Webinar: Cómo Postular al Subsidio Habitacional,27/07/2024,benjamin.farias.demo15276@gmail.com,Benjamín Farías
T-1025,Charla: Déficit Habitacional en Chile,15/02/2023,maria.erices.demo51160@outlook.com,María Erices
T-1051,Taller Ahorro y Subsidio Habitacional,25/04/2023,constanza.mardones.demo36560@yahoo.com,Constanza Mardones
T-1057,Taller Subsidio Sectores Medios DS.01,08/02/2026,claudio.hernandez.demo16988@outlook.com,Claudio Hernández
T-1059,Taller de Postulación DS19 - Mayo 2026,28/09/2023,carla.martinez.demo40301@gmail.com,Carla Martínez
T-1002,Taller de Educación Financiera,19/03/2025,diego.salazar.demo28220@outlook.com,Diego Salazar
T-1047,Taller Ahorro y Subsidio Habitacional,28/08/2023,javiera.bustos.demo46943@hotmail.com,Javiera Bustos
T-1036,Taller de Postulación DS19 - Mayo 2026,11/06/2025,trinidad.carrasco.demo44372@hotmail.com,Trinidad Carrasco
T-1028,Webinar: Cómo Postular al Subsidio Habitacional,29/07/2025,victor.matamala.demo31763@hotmail.com,Víctor Matamala
T-1027,Charla: Déficit Habitacional en Chile,12/01/2024,raul.pizarro.demo39675@gmail.com,Raúl Pizarro
T-1018,Charla: Déficit Habitacional en Chile,06/11/2023,maria.munoz.demo18724@yahoo.com,María Muñoz
T-1059,Webinar: Cómo Postular al Subsidio Habitacional,18/03/2025,carol.espinoza.demo20667@outlook.com,Carol Espinoza
T-1007,Charla: Déficit Habitacional en Chile,22/03/2024,jose.urzua.demo5693@yahoo.com,José Urzúa
T-1016,Asamblea Informativa DS49,23/11/2023,matias.zavala.demo17885@gmail.com,Matías Zavala
T-1014,Asamblea Informativa DS49,13/11/2024,juan.tapia.demo31369@hotmail.com,Juan Tapia
T-1030,Taller Ahorro y Subsidio Habitacional,20/09/2023,dominga.bustamante.demo30129@outlook.com,Dominga Bustamante
T-1022,Asamblea Informativa DS49,23/05/2023,bastian.carvajal.demo18276@yahoo.com,Bastián Carvajal
T-1057,Taller de Educación Financiera,15/03/2024,florencia.gomez.demo14035@hotmail.com,Florencia Gómez
T-1055,Taller Subsidio Sectores Medios DS.01,31/07/2025,ivan.velasquez.demo35980@outlook.com,Iván Velásquez
T-1010,Taller de Educación Financiera,06/04/2024,tomas.aranda.demo22247@hotmail.com,Tomás Aranda
T-1054,Taller Ahorro y Subsidio Habitacional,07/12/2025,juana.cid.demo39268@outlook.com,Juana Cid
T-1004,Taller Ahorro y Subsidio Habitacional,23/01/2023,daniela.orellana.demo18530@gmail.com,Daniela Orellana
T-1037,Taller de Educación Financiera,09/03/2023,eduardo.san martin.demo8432@hotmail.com,Eduardo San Martín
T-1052,Taller de Educación Financiera,21/01/2023,clodomiro.torres.demo19591@yahoo.com,Clodomiro Torres
T-1040,Taller Ahorro y Subsidio Habitacional,24/03/2025,valentin.guajardo.demo32399@hotmail.com,Valentín Guajardo
T-1022,Taller de Educación Financiera,05/05/2025,enrique.munoz.demo42380@yahoo.com,Enrique Muñoz
T-1024,Asamblea Informativa DS49,17/06/2025,francisca.aravena.demo33383@hotmail.com,Francisca Aravena
T-1033,Webinar: Cómo Postular al Subsidio Habitacional,09/02/2023,trinidad.cruz.demo47820@hotmail.com,Trinidad Cruz
T-1053,Webinar: Cómo Postular al Subsidio Habitacional,14/09/2024,bruno.cortez.demo31077@outlook.com,Bruno Cortez
T-1002,Webinar: Cómo Postular al Subsidio Habitacional,10/07/2025,patricio.lopez.demo7782@outlook.com,Patricio López
T-1030,Taller Ahorro y Subsidio Habitacional,14/04/2024,carlos.sepulveda.demo29008@outlook.com,Carlos Sepúlveda
T-1007,Taller Ahorro y Subsidio Habitacional,18/05/2024,carolina.figueroa.demo43886@yahoo.com,Carolina Figueroa
T-1059,Webinar: Cómo Postular al Subsidio Habitacional,27/10/2023,martin.gonzalez.demo17759@gmail.com,Martín González
T-1051,Taller de Educación Financiera,28/09/2025,javier.diaz.demo38663@yahoo.com,Javier Díaz
T-1041,Jornada Comités de Vivienda - Región Metropolitana,30/10/2023,silvana.san martin.demo10102@yahoo.com,Silvana San Martín
T-1054,Webinar: Cómo Postular al Subsidio Habitacional,12/05/2024,veronica.medina.demo7943@outlook.com,Verónica Medina
T-1057,Webinar: Cómo Postular al Subsidio Habitacional,21/10/2024,catalina.benavides.demo39693@yahoo.com,Catalina Benavides
T-1013,Asamblea Informativa DS49,21/09/2024,edita.martinez.demo49197@hotmail.com,Edita Martínez
T-1028,Taller de Educación Financiera,16/07/2023,iris.fuentes.demo6280@gmail.com,Iris Fuentes
T-1009,Taller de Postulación DS19 - Mayo 2026,15/02/2023,karina.bugueno.demo49756@gmail.com,Karina Bugueño
T-1002,Jornada Comités de Vivienda - Región Metropolitana,23/04/2023,leandro.rojas.demo15758@hotmail.com,Leandro Rojas
T-1055,Webinar: Cómo Postular al Subsidio Habitacional,25/04/2023,camilo.zepeda.demo34107@outlook.com,Camilo Zepeda
T-1055,Webinar: Cómo Postular al Subsidio Habitacional,13/07/2024,hector.gatica.demo30019@gmail.com,Héctor Gatica
T-1005,Taller Ahorro y Subsidio Habitacional,30/01/2026,sebastian.olivares.demo16298@outlook.com,Sebastián Olivares
T-1040,Taller Subsidio Sectores Medios DS.01,27/07/2025,veronica.garrido.demo31996@outlook.com,Verónica Garrido
T-1038,Webinar: Cómo Postular al Subsidio Habitacional,15/10/2024,jose.vergara.demo31033@yahoo.com,José Vergara
T-1023,Asamblea Informativa DS49,10/05/2025,karina.toledo.demo3821@outlook.com,Karina Toledo
T-1017,Jornada Comités de Vivienda - Región Metropolitana,16/10/2024,fabian.castro.demo26970@outlook.com,Fabián Castro
T-1013,Jornada Comités de Vivienda - Región Metropolitana,27/04/2024,magdalena.santos.demo20967@outlook.com,Magdalena Santos
T-1059,Taller Ahorro y Subsidio Habitacional,15/12/2023,hugo.carvajal.demo34413@outlook.com,Hugo Carvajal
T-1054,Taller de Educación Financiera,09/07/2024,joaquin.ramirez.demo7507@yahoo.com,Joaquín Ramírez
T-1051,Taller Subsidio Sectores Medios DS.01,29/11/2024,luis.cordova.demo2149@outlook.com,Luis Córdova
T-1020,Taller Subsidio Sectores Medios DS.01,17/01/2026,florencia.zurita.demo44107@gmail.com,Florencia Zurita
T-1006,Taller Ahorro y Subsidio Habitacional,25/03/2024,guadalupe.benavides.demo5414@yahoo.com,Guadalupe Benavides
T-1013,Taller de Postulación DS19 - Mayo 2026,09/11/2023,laura.nunez.demo23499@hotmail.com,Laura Núñez
T-1045,Taller Ahorro y Subsidio Habitacional,21/12/2023,jesus.rios.demo42953@hotmail.com,Jesus Ríos
T-1040,Asamblea Informativa DS49,16/04/2025,natividad.silva.demo37155@hotmail.com,Natividad Silva
T-1031,Taller Subsidio Sectores Medios DS.01,10/04/2023,katherine.martinez.demo2140@gmail.com,Katherine Martínez
T-1028,Jornada Comités de Vivienda - Región Metropolitana,15/02/2023,clodomiro.munoz.demo13951@outlook.com,Clodomiro Muñoz
